0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Class
116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,116,116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,116,116,116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,104,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,104,104,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,32,0
116,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,111,116,32,32,32,32,32,32,32,32,32,32,32,32,0
